"key","English","Chinese","Spanish","French","Japanese","Russian"
"Ivory Coast","","象牙海岸","Costa de Marfil","Côte d'Ivoire","コートジボワール","Кот-д'Ивуар"
"Jamaica","","牙买加","Jamaica","Jamaïque","ジャマイカ","Ямайка"
"Jordan","","约旦","Jordán","Jordan","ヨルダン","Иордания"
"Kenya","","肯尼亚","Kenia","Kenya","ケニア","Кения"
"Kuwait","","科威特","Kuwait","Koweit","クウェート","Кувейт"
"Laos","","老挝","Laos","Laos","ラオス","Лаос"
"Malawi","","马拉维","Malawi","Malawi","マラウイ","Малави"
"Mauritania","","毛里塔尼亚","Mauritania","Mauritanie","モーリタニア","Мавритания"
"Montenegro","","黑山","Montenegro","Monténégro","モンテネグロ","Черногория"
"Niger","","尼日尔","Níger","Niger","ニジェール","Нигер"
"Northern Cyprus","","北塞浦路斯","El norte de Chipre","Chypre du Nord","北キプロス","Северный Кипр"
"Northern Macedonia","","北马其顿","Macedonia del Norte","Macédoine du Nord","マケドニア北部","Северная Македония"
"Oman","","阿曼","Omán","Oman","オマーン","Оман"
"Papa New Guinea","","巴巴新几内亚","Papa Nueva Guinea","Papouasie-Nouvelle-Guinée","パプアニューギニア","Папа Новая Гвинея"
"Paraguay","","巴拉圭","Paraguay","Paraguay","パラグアイ","Парагвай"
"Peru","","秘鲁","Perú","Pérou","ペルー","Перу"
"Rwanda","","卢旺达","Ruanda","Rwanda","ルワンダ","Руанда"
"Senegal","","塞内加尔","Senegal","Sénégal","セネガル","Сенегал"
"Sierra Leon","","塞拉利昂","Sierra leon","Sierra Leon","シエラレオネ","Сьерра-Леон"
"Slovenia","","斯洛文尼亚","Eslovenia","Slovénie","スロベニア","Словения"
"South Africa","","南非","Sudáfrica","Afrique du Sud","南アフリカ","Южная Африка"
"South Sudan","","南苏丹","Sudán del Sur","Soudan du sud","南スーダン","южный Судан"
"Spain (modern)","","西班牙（现代）","España (moderna)","Espagne (moderne)","スペイン（現代）","Испания (современная)"
"Sri Lanka","","斯里兰卡","Sri Lanka","Sri Lanka","スリランカ","Шри-Ланка"
"Suriname","","苏里南","Surinam","Surinam","スリナム","Суринам"
"Syria (modern)","","叙利亚（现代）","Siria (moderna)","Syrie (moderne)","シリア（現代）","Сирия (современная)"
"Tajikistan","","塔吉克斯坦","Tayikistán","Tadjikistan","タジキスタン","Таджикистан"
"Tanzania","","坦桑尼亚","Tanzania","Tanzanie","タンザニア","Танзания"
"Timor Leste","","东帝汶","Timor Leste","Timor oriental","東ティモール","Восточный Тимор"
"Togo","","多哥","Ir","Aller","トーゴ","Идти"
"Tunisia","","突尼斯","Túnez","Tunisie","チュニジア","Тунис"
"Tuvan People's Republic","","图瓦人民共和国","República Popular de Tuvan","République populaire de Touva","トゥヴァ人民共和国","Тувинская Народная Республика"
"UAE","","阿联酋","Emiratos Árabes Unidos","Émirats arabes unis","アラブ首長国連邦","ОАЭ"
"Uganda","","乌干达","Uganda","Ouganda","ウガンダ","Уганда"
"Ukraine","","乌克兰","Ucrania","Ukraine","ウクライナ","Украина"
"UN","","联合国","Naciones Unidas","ONU","国連","ООН"
"Uzbekistan","","乌兹别克斯坦","Uzbekistan","Ouzbékistan","ウズベキスタン","Узбекистан"
"Yemen","","也门","Yemen","Yémen","イエメン","Йемен"
"Zambia","","赞比亚","Zambia","Zambie","ザンビア","Замбия"
"Zimbabwe","","津巴布韦","Zimbabue","Zimbabwe","ジンバブエ","Зимбабве"
"Bosnia","","波斯尼亚","Bosnia","Bosnie","ボスニア","Босния"
"Cameroon","","喀麦隆","Camerún","Cameroun","カメルーン","Камерун"
"Cape Verde","","佛得角","Cabo Verde","Cap-Vert","カーボベルデ","Кабо-Верде"
"Comoros","","科摩罗","Comoras","Comores","コモロ","Коморские острова"
"England","","英国","Inglaterra","Angleterre","イングランド","Англия"
"Fiji","","斐济","Fiyi","Fidji","フィジー","Фиджи"
"Grenada","","格林纳达","Granada","Grenade","グレナダ","Гренада"
"Kazakhstan","","哈萨克斯坦","Kazajstán","Kazakhstan","カザフスタン","Казахстан"
"Kingdom Of Bulgaria","","保加利亚王国","Reino de Bulgaria","Royaume de Bulgarie","ブルガリア王国","Королевство Болгарии"
"Kingdom Of Greece","","希腊王国","Reino de Grecia","Royaume de Grèce","ギリシャ王国","Королевство Греции"
"Kiribati","","基里巴斯","Kiribati","Kiribati","キリバス","Кирибати"
"Liechtenstein","","列支敦士登","Liechtenstein","Liechtenstein","リヒテンシュタイン","Лихтенштейн"
"Malta","","马耳他","Malta","Malte","マルタ","Мальта"
"Marshall Islands","","马绍尔群岛","Islas Marshall","Iles Marshall","マーシャル諸島","Маршалловы острова"
"Mauritus","","毛里求斯","Mauritus","Maurice","モーリシャス","Мавритус"
"Micronesia","","密克罗尼西亚","Micronesia","Micronésie","ミクロネシア","Микронезия"
"Monaco","","摩纳哥","Mónaco","Monaco","モナコ","Монако"
"Nauru","","瑙鲁","Nauru","Nauru","ナウル","Науру"
"Northern Ireland","","北爱尔兰","Irlanda del Norte","Irlande du Nord","北アイルランド","Северная Ирландия"
"Ottoman Empire","","奥斯曼帝国","imperio Otomano","Empire ottoman","オスマン帝国","Османская империя"
"Palau","","帕劳","Palau","Palaos","パラオ","Палау"
"Saint Kitts and Nevis","","圣基茨和尼维斯","Saint Kitts y Nevis","Saint-Christophe-et-Niévès","セントクリストファーネイビス","Сент-Китс и Невис"
"Saint Lucia","","圣卢西亚","Santa Lucía","Sainte-Lucie","セントルシア","Санкт-Люсия"
"Saint Vincent and Grenadines","","圣文森特和格林纳丁斯","San Vicente y las Granadinas","Saint-Vincent-et-les Grenadines","セントビンセントおよびグレナディーン諸島","Сент-Винсент и Гренадины"
"Samoa","","萨摩亚","Samoa","Samoa","サモア","Самоа"
"San Marino","","圣马力诺","San Marino","Saint Marin","サンマリノ","Сан-Марино"
"Sao Tome and Principe","","圣多美和普林西比","Santo Tomé y Príncipe","Sao Tomé et Principe","サントメ・プリンシペ","Сан-Томе и Принсипи"
"Scotland","","苏格兰","Escocia","Écosse","スコットランド","Шотландия"
"Seychelles","","塞舌尔","Seychelles","les Seychelles","セイシェル","Сейшельские острова"
"Solomon","","所罗门","Salomón","Salomon","ソロモン","Соломон"
"Sudan","","苏丹","Sudán","Soudan","スーダン","Судан"
"Taliban","","塔利班","Talibanes","Talibans","タリバン","Талибан"
"Tonga","","汤加","Tonga","Tonga","トンガ","Тонга"
"Trinidad And Tobago","","特立尼达和多巴哥","Trinidad y Tobago","Trinité-et-Tobago","トリニダード・トバゴ","Тринидад и Тобаго"
"Vanuatu","","瓦努阿图","Vanuatu","Vanuatu","バヌアツ","Вануату"
"Vatican City","","梵蒂冈城","Ciudad del Vaticano","Cité du Vatican","バチカン市","Ватикан"
"Wales","","威尔士","Gales","Pays de Galles","ウェールズ","Уэльс"
"Antigua","","安提瓜","Antigua","Antigua","アンティグア","Антигуа"
"Bahamas","","巴哈马","Bahamas","Bahamas","バハマ","Багамы"
"Bangladesh","","孟加拉国","Bangladesh","Bangladesh","バングラデシュ","Бангладеш"
"Barbados","","巴巴多斯","Barbados","Barbade","バルバドス","Барбадос"
"Alash Autonomy","","阿拉什自治","Autonomía de Alash","Autonomie d'Alash","アラシュ自治国","Алашская Автономия"
"Asakura clan","","朝仓一族","Clan Asakura","Clan Asakura","朝倉氏","Клан Асакура"
"Ayutthaya Kingdom","","大城王国","Reino de Ayutthaya","Royaume d'Ayutthaya","アユタヤ王朝","Королевство Аюттхая"
"Azai clan","","浅井氏族","Clan Azai","Clan Azaï","浅井氏","Клан Азаи"
"Bavaria","","巴伐利亚","Baviera","Bavière","バイエルン","Бавария"
"California","","加利福尼亚州","California","Californie","カリフォルニア","Калифорния"
"Cambodia (Alternate​)","","柬埔寨（候补）","Camboya (alternativo)","Cambodge (suppléant)","カンボジア（代替）","Камбоджа (альтернативный)"
"Cao Wei","","曹伟","Cao Wei","Cao Wei","魏","Цао Вэй"
"Chetniks​","","切特尼克斯","Chetniks","Tchetniks","チェトニック","Четники"
"Chōshū Domain","","长州域","Dominio Chōshū","Domaine de Chōshū","長州藩","Домен Тёсю"
"Corsican Republic","","科西嘉共和国","República de corsa","République Corse","コルシカ共和国","Корсиканская Республика"
"County of Flanders","","法兰德斯县","Condado de Flandes","Comté de Flandre","フランドル伯領","Графство Фландрия"
"Date clan","","伊达族","Clan de citas","Clan de rendez-vous","伊達氏","Дата клана"
"Duchy of Brabant","","布拉班特公国","Ducado de Brabante","Duché de Brabant","ブラバント公国","Герцогство Брабант"
"Duchy of Nassau","","拿骚公国","Ducado de Nassau","Duché de Nassau","ナッサウ公国","Герцогство Нассау"
"Eastern Wu","","东吴","Wu oriental","Wu oriental","呉東部","Восточный Ву"
"Emirate of Cyrenaica","","昔兰尼加酋长国","Emirato de Cyrenaica","Emirat de Cyrénaïque","キレナイカ首長国","Эмират Киренаика"
"First Galactic Empire","","第一银河帝国","Primer Imperio Galáctico","Premier Empire Galactique","最初の銀河帝国","Первая Галактическая Империя"
"Florentine Republic","","佛罗伦萨共和国","República florentina","République florentine","フィレンツェ共和国","Флорентийская Республика"
"Frankish Empire","","法兰克帝国","Imperio franco","Empire franc","フランク帝国","Франкская Империя"
"Free Planets Alliance","","自由行星联盟","Alianza de planetas libres","Alliance des planètes libres","フリープラネットアライアンス","Альянс свободных планет"
"Fujiwara clan","","藤原氏","Clan fujiwara","Clan Fujiwara","藤原氏","Клан Фудзивара"
"Goldenbaum Empire","","金鲍姆帝国","Imperio Goldenbaum","Empire d'orbaum","ゴールデンバウム帝国","Империя Гольденбаум"
"Hosokawa​ clan","","细川氏族","Clan Hosokawa","clan Hosokawa","細川氏","Клан Хосокава"
"Ichijō family","","一城家","Familia Ichijō","famille Ichijô","一条家","Семья Ичидзё"
"Imamate of Oman (1913–1957)","","阿曼的伊玛目 (1913–1957)","Imamato de Omán (1913-1957)","Imamat d'Oman (1913-1957)","オマーンのイマーメート（1913–1957）","Имамат Омана (1913–1957)"
"Independent Macedonia (1944)","","独立的马其顿 (1944)","Macedonia Independiente (1944)","Macédoine indépendante (1944)","独立したマケドニア（1944）","Независимая Македония (1944)"
"Iron Guard","","钢铁卫士","Guardia de hierro","Garde de fer","鉄衛団","Железный гвардеец"
"Ishida Mitsunari​ (Personal Emblem)​","","石田三成（个人徽章）","Ishida Mitsunari (emblema personal)","Ishida Mitsunari​ (emblème personnel)​","石田三成（パーソナルエンブレム）","Исида Мицунари (личная эмблема)"
"Kachin Independence Army","","克钦独立军","Ejército de la Independencia de Kachin","Armée de l'indépendance kachin","カチン独立軍","Армия независимости Качина"
"Karen National Liberation Army","","克伦民族解放军","Ejército de Liberación Nacional de Karen","Armée de libération nationale Karen","カレン民族解放軍","Каренская национально-освободительная армия"
"Kingdom of Burundi","","布隆迪王国","Reino de Burundi","Royaume du Burundi","ブルンジ王国","Королевство Бурунди"
"Kingdom of Cochin","","科钦王国","Reino de Cochin","Royaume de Cochin","コーチン王国","Королевство Кочин"
"Kingdom of Elleore","","埃利奥王国","Reino de Elleore","Royaume d'Elélore","エレール王国","Королевство Эллеор"
"Kingdom of Laos (1953–1975)","","老挝王国（1953-1975）","Reino de Laos (1953-1975)","Royaume du Laos (1953-1975)","ラオス王国（1953–1975）","Королевство Лаос (1953–1975)"
"Kingdom of Lundy","","伦迪王国","Reino de Lundy","Royaume de Lundy","ランディ王国","Королевство Ланди"
"Kingdom of Talossa","","塔洛萨王国","Reino de Talossa","Royaume de Talossa","タロッサ王国","Королевство Талосса"
"Kingdom of Tavolara","","塔沃拉拉王国","Reino de Tavolara","Royaume de Tavolara","タボララ王国","Королевство Таволара"
"Kingdom of Württemberg (Coat of arms)​","","符腾堡王国（国徽）","Reino de Württemberg (escudo de armas)","Royaume de Wurtemberg (armoiries)​","ヴュルテンベルク王国（紋章）","Королевство Вюртемберг (герб)"
"Konoe family","","近卫家族","Familia konoe","La famille Konoé","近衛家","Семья Коноэ"
"Kujō family","","九条家","Familia Kujō","famille Kujo","九条家","Семья Кудзё"
"Lokot Autonomy","","洛科特自治","Autonomía Lokot","Lokot Autonomie","ロコト自治","Локотская Автономия"
"Maeda clan","","前田家","Clan maeda","clan Maeda","前田氏","Клан Маэда"
"Malta (Civil ensign)","","马耳他（民事旗）","Malta (enseña civil)","Malte (enseigne civile)","マルタ（商船旗）","Мальта (гражданский прапорщик)"
"Maryland","","马里兰州","Maryland","Maryland","メリーランド","Мэриленд"
"Minamoto clan","","源氏","Clan Minamoto","Clan Minamoto","源氏","Клан Минамото"
"Nijō family","","二条家","Familia Nijō","la famille Nijo","二条家","Семья Нидзё"
"Oda clan","","织田氏","Clan Oda","clan Oda","織田氏","Клан Ода"
"Principality of Mingrelia","","明格雷利亚公国","Principado de Mingrelia","Principauté de Mingrélie","サメグレロ公国","Княжество Мингрелия"
"Principality of Sealand","","西兰公国","Principado de Sealand","Principauté de Sealand","シーランド公国","Княжество Силенд"
"Protectorate of Brunei (1906–1959)​","","文莱保护国（1906-1959）","Protectorado de Brunei (1906-1959)","Protectorat de Brunei (1906-1959)​","ブルネイの保護区（1906–1959）","Протекторат Брунея (1906–1959)"
"Rebel Alliance","","叛军联盟","Alianza rebelde","Alliance rebelle","反乱同盟軍","Альянс повстанцев"
"Republic of Biak-na-Bato","","比亚克纳巴托共和国","República de Biak-na-Bato","République de Biak-na-Bato","ビアクナバト共和国","Республика Биак-на-Бато"
"Republic of Bosnia and Herzegovina","","波斯尼亚和黑塞哥维那共和国","República de Bosnia y Herzegovina","République de Bosnie-Herzégovine","ボスニア・ヘルツェゴビナ共和国","Республика Босния и Герцеговина"
"Republic of China (1912–1928)","","中华民国 (1912–1928)","República de China (1912-1928)","République de Chine (1912-1928)","中華民国（1912–1928）","Китайская Республика (1912–1928)"
"Republic of Rose Island","","玫瑰岛共和国","República de Rose Island","République de l'île Rose","ローズ島共和国","Республика Остров Роз"
"Rhodesia","","罗得西亚","Rhodesia","Rhodésie","ローデシア","Родезия"
"Russian Liberation Army","","俄罗斯解放军","Ejército de Liberación Ruso","Armée de libération russe","ロシア解放軍","Русская Освободительная Армия"
"Saga Domain","","佐贺域","Dominio de la saga","Domaine de la saga","佐賀藩","Сага Домен"
"Satsuma Domain","","萨摩域","Dominio de Satsuma","Domaine de Satsuma","薩摩藩","Сацума Домен"
"Saxony","","萨克森","Sajonia","Saxe","ザクセン","Саксония"
"Shinsengumi","","新选组","Shinsengumi","Shinsengumi","新撰組","Синсэнгуми"
"Shu Han","","蜀汉","Shu Han","Shu Han","蜀漢","Шу Хан"
"State of Burma (1942–1945)","","缅甸国 (1942–1945)","Estado de Birmania (1942-1945)","État de Birmanie (1942-1945)","ビルマ国（1942–1945）","Государство Бирма (1942–1945)"
"State of Katanga","","加丹加州","Estado de Katanga","Etat du Katanga","カタンガ共和国","Штат Катанга"
"Taira clan","","平家","Clan taira","clan Taira","平氏","Клан Тайра"
"Takatsukasa family","","高冢家","Familia Takatsukasa","La famille Takatsukasa","鷹司家","Семья Такацукаса"
"Takeda clan","","武田家族","Clan Takeda","Clan Takeda","武田氏","Клан Такеда"
"Tokugawa clan","","德川家","Clan Tokugawa","Clan Tokugawa","徳川氏","Клан Токугава"
"Tosa Domain","","土佐域","Dominio de Tosa","Domaine de Tosa","土佐藩","Домен Тоса"
"Toyotomi clan","","丰臣氏","Clan toyotomi","Clan Toyotomi","豊臣氏","Клан Тоётоми"
"Uesugi​ clan","","上杉氏族","Clan Uesugi","clan Uesugi","上杉氏","Клан Уэсуги"
"Union of Burma","","缅甸联邦","Unión de Birmania","Union de Birmanie","ビルマ連邦","Союз Бирмы"
"United Irishmen","","联合爱尔兰人","Irlandeses Unidos","Irlandais unis","ユナイテッドアイリッシュマン","Объединенные ирландцы"
"Venetian Republic","","威尼斯共和国","República de Venecia","République de Venise","ヴェネツィア共和国","Венецианская Республика"
"Wirmer 1944","","威默 1944","Wirmer 1944","Wirmer 1944","ヴィルマー1944","Вирмер 1944"
"Yaroslavl Oblast","","雅罗斯拉夫尔州","Óblast de Yaroslavl","Oblast de Iaroslavl","ヤロスラヴリ州","Ярославская область"
"-------- Cities Translations --------","","","","","",""
"Moscow","","莫斯科","Moscú","Moscou","モスクワ","Москва"
"Warsaw","","华沙","Varsovia","Varsovie","ワルシャワ","Варшава"
"Krakow","","克拉科夫","Cracovia","Cracovie","クラコウ","Краков"
"Kabul","","喀布尔","Kabul","Kaboul","カブール","Кабул"
"Cairo","","开罗","El Cairo","Caire","カイロ","Каир"
"Saigon","","西贡","Saigón","Saïgon","サイゴン","Сайгон"
"Philadelphia","","费城","Filadelfia","Philadelphia","フィラデルフィア","Филадельфия"
"Columbia","","哥伦比亚","Columbia","Colombie","コロンビア","Колумбия"
"Minsk","","明斯克","Minsk","Minsk","ミンスク","Минске"
"Kiev","","基辅","Kiev","Kiev","キエフ","Киев"
"Havana","","哈瓦那","Habana","Havane","ハバナ","Гавана"
"Stalingrad","","斯大林格勒","Stalingrado","Stalingrad","スターリングラード","Сталинград"
"Helsinki","","赫尔辛基","Helsinki","Helsinki","ヘルシンキ","Хельсинки"
"Madrid","","马德里","Madrid","Madrid","マドリッド","Мадрид"
"Danzig","","但泽","Danzig","Danzig","ダンジグ","Данциг"
"Brest Litovsk","","不列斯特","Brest Litovsk","Brest Litovsk","ブレスト","Брест-Литовск"
"Belgrade","","贝尔格莱德","Belgrado","Belgrade","ベオグラード","Белград"
"Sofia","","索菲亚","Sofía","Sofia","ソフィア","София"
"Bucharest","","布加勒斯特","Bucarest","Bucarest","ブカレスト","Бухарест"
"Athens","","雅典","Atenas","Athènes","アテネ","Афины"
"Kharkov","","哈尔科夫","Jarkov","Kharkov","Kharkiv","Харьков"
"Smolensk","","斯摩棱斯克","Smolensk","Smolensk","スモリンスク","Смоленск"
"Kirov","","基洛夫","Kirov","Kirov","キロフ","Киров"
"Berlin","","柏林","Berlina","Berlin","ベルリン","Берлин"
"Copenhagon","","哥本哈根","Copenhague","Copenhague","コペンハーゲン","Копенгагон"
"Amsterdam","","阿姆斯特丹","Amsterdam","Amsterdam","アムステルダム","Амстердам"
"Brussels","","布鲁塞尔","Bruselas","Bruxelles","ブリュッセル","Брюссель"
"Luxembourg City","","卢森堡市","Ciudad de Luxemburgo","Luxembourg ville","ルクセンブルク市","Город Люксембург"
"Hamburg","","汉堡","Hamburgo","Hambourg","ハンブルク","Гамбург"
"Prague","","布拉格","Praga","Prague","プラハ","Прага"
"Paris","","巴黎","París","Paris","パリ","Париж"
"Barcelona","","巴萨罗那","Barcelona","Barcelone","バルセロナ","Барселона"
"Lyon","","里昂","Lyon","Lyon","レオン","Лион"
"Dublin","","都柏林","Dublín","Dublin","ダブリン","Дублин"
"Belfast","","贝尔法斯特","Belfast","Belfast","ベルヘア","Белфаст"
"Glasgow","","格拉斯哥","Glasgow","Glasgow","グラスゴー","Глазго"
"Manchester","","曼切斯特","Manchester","Manchester","マンチェスター","Манчестер"
"London","","伦敦","Londres","Londres","ロンドン","Лондон"
"Rome","","罗马","Roma","Rome","ローマ","Рим"
"Naples","","那不勒斯","Nápoles","Naples","ナポリ","Неаполь"
"Gibaltar","","直布罗陀","Gibaltar","Gibaltar","ジブラルタル","Gibaltar"
"Munich","","慕尼黑","Munich","Munich","ミュンヘン","Мюнхен"
"Leningrad","","勒宁格勒","Leningrado","Leningrad","レニングラード","Ленинград"
"Oslo","","奥斯陆","Oslo","Oslo","オスロ","Осло"
"Stockholm","","斯德哥尔摩","Estocolmo","Stockholm","ストックホルム","Стокгольм"
"Sevastapol","","塞瓦斯托波尔","Sevastapol","Sébastapol","セバストポール","Севастаполь"
"Budapest","","布达佩斯","Budapest","Budapest","ブダペスト","Будапешт"
"Istanbul","","伊斯坦布尔","Estanbul","Istanbul","イスタンブール","Стамбул"
"Ankara","","安卡拉","Ankara","Ankara","アンカラ","Анкара"
"Zurich","","苏黎世","Zúrich","Zurich","チューリッヒ","Цюрих"
"Riga","","里加","Riga","Riga","リガ","Рига"
"Kursk","","库尔斯克","Kursk","Koursk","クルスク","Курск"
"Bryansk","","不梁斯克","Bryansk","Briansk","ブルスク","Брянск"
"Donetsk","","顿涅茨克","Donetsk","Donetsk","ドネツク","Донецк"
"Voronezh","","窝若捏之","Voronezh","Voronej","Voronezh","Воронеж"
"Saratov","","萨拉托夫","Saratov","Saratov","サラトフ","Саратов"
"Polzin","","玻尔兹","Polzin","Polzin","ボルツ","Пользин"
"Konigsburg","","柯尼斯堡","Konigsburg","Konigsburg","ケーニヒスベルク","Кенигсбург"
"Calais","","家来","Calais","Calais","帰宅","Кале"
"Antwerp","","安特卫普","Amberes","Anvers","アントワープ","Антверпен"
"Leon","","里昂","León","Léon","リヨン","Леон"
"Rotterdam","","鹿特丹","Rotterdam","Rotterdam","ロッテルダム","Роттердам"
"Tobruk","","托布鲁克","Tobruk","Tobrouk","トブルク","Тобрук"
"Khalkhin Gol","","诺门坎","Khalkhin Gol","Khalkhin Gol","ノミンカン","Халхин-Гол"
"Harbin","","哈尔滨","Harbin","Harbin","ハービン","Харбин"
"Pearl Harbor","","珍珠港","Pearl Harbor","Pearl Harbor","真珠湾","Перл Харбор"
"Bruxeles","","布鲁塞尔","Bruxelles","Bruxeles","ブリュッセル","Брюссель"
"Palermo","","巴勒莫","Palermo","Palerme","パレルモ","Палермо"
"Marseille","","马赛","Marsella","Marseille","マルセイユ","Марсель"
"Sevilla","","塞维亚","Sevilla","Séville","セビア","Севилья"
"Toulouse","","图鲁斯","Toulouse","Toulouse","トゥールーズ","Тулуза"
"Casablanca","","卡萨布兰卡","Casablanca","Casablanca","カサブランカ","Касабланка"
"Tunis","","突尼斯","Túnez","Tunis","チュニジア","Тунис"
"Milan","","米兰","Milán","Milan","ミラノ","Милан"
"Nanning","","南宁","Nanning","Nanning","ナニング","Наньнин"
"Hanoi","","河内","Hanoi","Hanoï","ハノイ","Ханой"
"Hangzhou","","杭州","Hangzhou","Hangzhou","杭州","Ханчжоу"
"Suzhou","","苏州","Suzhou","Suzhou","蘇州","Сучжоу"
"Yangzhou","","扬州","Yangzhou","Yangzhou","楊州","Янчжоу"
"Ningbo","","宁波","Ningbo","Ningbo","ニンボ","Нинбо"
"Kaohsiung","","高雄","Kaohsiung","Kaohsiung","高雄","Гаосюн"
"Keelung","","基隆","Keelung","Keelung","キールン","Килунг"
"Taoyuan","","桃源","Taoyuan","Taoyuan","タオユアン","Таоюань"
"Hsinchu","","新竹","Hsinchu","Hsinchu","シンチュ","Синьчжу"
"Port Moresby","","摩尔茨比港","Port Moresby","Port Moresby","ポートモレスビー","Порт-Морсби"
"Guadalcanal","","挂打卡奈儿","Guadalcanal","Guadalcanal","カネルをぶらぶら","Гуадалканал"
"Nanchang","","南昌","Nanchang","Nanchang","南昌","Наньчан"
"Dieppe","","第聂伯河","Dieppe","Dieppe","ドニーパー","Dieppe"
"Seattle","","西雅图","Seattle","Seattle","シアトル","Сиэтл"
"New York City","","纽约市","Nueva York","La ville de New York","ニューヨーク市","Нью-Йорк"
"Boston","","波士顿","Bostón","Boston","ボストン","Бостон"
"Miami","","迈亚密","Miami","Miami","マイアミ","Майами"
"Washington D.C","","华盛顿首都","Washington DC","Washington DC","ワシントンキャピタル","Вашингтон"
"New Orleans","","新奥尔良","Nueva Orleans","La Nouvelle Orléans","ニューオーリンズ","Жители Нового Орлеана"
"Chicago","","芝加哥","Chicago","Chicago","シカゴ","Чикаго"
"Cleveland","","克利夫兰","Cleveland","Cleveland","クリーブランド","Кливленд"
"San Francisco","","旧京山","San Francisco","San Francisco","サンフランシスコ","Сан-Франциско"
"Los Angeles","","洛杉矶","los Angeles","Los Angeles","ロサンゼルス","Лос-Анджелес"
"Detroit","","底特律","Detroit","Détroit","デトロイト","Детройт"
"Ottawa","","渥太华","Ottawa","Ottawa","オタワ","Оттава"
"St. Louis","","圣路易斯","San Louis","Saint Louis","セントルイス","Святой Луи"
"Atlanta","","亚特兰大","Atlanta","Atlanta","アトランタ","Атланта"
"Vancouver","","温哥华","Vancouver","Vancouver","バンクーバー","Ванкувер"
"Toronto","","多伦多","Toronto","Toronto","トロント","Торонто"
"Dallas","","达拉斯","Dallas","Dallas","ダラス","Даллас"
"Orlando","","奥尔兰多","Orlando","Orlando","オーランド","Орландо"
"Las Vegas","","拉斯维加斯","Las Vegas","Las Vegas","ラスベガス","Лас Вегас"
"Königsburg","","柯尼斯堡","Königsburg","Königsburg","ケーニヒスベルク","Кенигсбург"
"Lublin","","卢布林","Lublin","Lublin","ルブリン","Люблин"
"Dresden","","德列斯扽","Dresde","Dresde","ドレスキン","Дрезден"
"Sevastopol","","塞瓦斯特波儿","Sebastopol","Sébastopol","セバストポル","Севастополь"
"Brest","","不列斯特","Brest","Brest","ブレスト","Брест"
"Rznev","","热勒夫","Rznev","Rznev","Gerlev","Рзнев"
"Anchorage","","安克雷奇","Anclaje","Ancrage","アンカレッジ","Анкоридж"
"Jerusalem","","耶路撒冷","Jerusalén","Jérusalem","エルサレム","Иерусалим"
"Hawaii","","夏威夷","Hawai","Hawaii","ハワイ","Гавайи"
"Mexico City","","墨西哥城","Ciudad de México","Mexico","メキシコシティ","Мехико"
"Washington","","华盛顿","Washington","Washington","ワシントン","Вашингтон"
"Jinan","","济南","Jinan","Jinan","ジナン","Цзинань"
"Xuzhou","","徐州","Xuzhou","Xuzhou","徐州","Сюйчжоу"
"Liaoning","","辽宁","Liaoning","Liaoning","遼寧","Ляонин"
"Hiroshima","","广岛","Hiroshima","Hiroshima","広島","Хиросима"
"Nagasaki","","长崎","Nagasaki","Nagasaki","長崎","Нагасаки"
"Osaka","","大阪","Osaka","Osaka","大阪","Осака"
"Seoul","","首尔","Seúl","Séoul","ソウル","Сеул"
"Vladivostok","","海参崴","Vladivostok","Vladivostok","ウラジヴォストク","Владивосток"
"Venice","","威尼斯","Venecia","Venise","ヴェネツィア","Венеция"
"Cologne","","科隆","Colonia","Eau de Cologne","ケルン","Кёльн"
"Vienna","","维也纳","Viena","Vienne","ウィーン","Вена"
"Frankfurt","","弗兰科夫","Frankfurt","Francfort","フランクオフ","Франкфурт"
"Yanan","","延安","Yanan","Yanan","やなん","Янан"
"Qingdao","","青岛","Qingdao","Qingdao","青島","Циндао"
"Shanghai","","上海","Llevar a la fuerza","Shanghai","上海","Шанхай"
"Nanking","","南京","Nanking","Nanking","南京","Нанкин"
"Nanjing","","南京","Nanjing","Nanjing","南京","Нанкин"
"Chongking","","重庆","Chongking","Chongking","重慶","Chongking"
"Chongqing","","重庆","Chongqing","Chongqing","重慶","Chongqing"
"Hong Kong","","香港","Hong Kong","Hong Kong","香港","Гонконг"
"Haikou","","海口","Haikou","Haikou","海口","Хайкоу"
"Taipei","","台北","Taipei","Taipei","台北","Тайбэй"
"Soeul","","首尔","Soeul","Soeul","ソウル","Soeul"
"Pyongyang","","平壤","Pyongyang","Pyongyang","平壌","Пхеньян"
"Shenyang","","沈阳","Shenyang","Shenyang","瀋陽","Шэньян"
"Changchun","","长春","Changchun","Changchun","長春","Чанчунь"
"Chita","","赤塔","Chita","Chita","知多","Чита"
"New Siberia","","新西伯利亚","Nueva siberia","Nouvelle Sibérie","ニューシベリア","Новая Сибирь"
"Kunming","","昆明","Kunming","Kunming","昆明","Куньмин"
"Guangzhou","","广州","Guangzhou","Guangzhou","広州","Гуанчжоу"
"Okinawa","","冲绳","Okinawa","Okinawa","沖縄","Окинава"
"Yokohama","","横滨","Yokohama","Yokohama","横浜","Иокогама"
"Tokyo","","东京","Tokio","Tokyo","東京","Токио"
"Sapporo","","札幌","Sapporo","Sapporo","札幌","Саппоро"
"Guilin","","桂林","Guilin","Guilin","桂林","Гуйлинь"
"Peking","","北平","Pekín","Pékin","北京","Пекин"
"Beijing","","北京","Pekín","Pékin","北京","Пекин"
