"key","English","Chinese","Spanish","French","Japanese","Russian"
"Attack the enemy destroyer. Notice that they have a far range and can damage additional enemy units behind the target.","","攻击驱逐舰。火箭车可以同时攻击多个目标。","Ataca al destructor enemigo. Tenga en cuenta que tienen un alcance lejano y pueden dañar a unidades enemigas adicionales detrás del objetivo.","Attaquez le destroyer ennemi. Notez qu'ils ont une portée éloignée et peuvent endommager des unités ennemies supplémentaires derrière la cible.","敵駆逐艦を攻撃します。それらは遠距離にあり、ターゲットの背後にある追加の敵ユニットにダメージを与える可能性があることに注意してください。","Атакуйте вражеский эсминец. Обратите внимание, что они имеют большое расстояние и могут нанести урон дополнительным вражеским юнитам позади цели."
"Select the aircraft carrier","","选中航母","Seleccione el portaaviones","Sélectionnez le porte-avions","空母を選択します","Выберите авианосец"
"Attack the destroyer again. Carriers are movable airports with a free bombing run every round.","","攻击驱逐舰。航母对舰艇有攻击加成。","Ataca al destructor de nuevo. Los transportistas son aeropuertos móviles con un bombardeo gratuito en cada ronda.","Attaquez à nouveau le destroyer. Les transporteurs sont des aéroports mobiles avec un bombardement gratuit à chaque tour.","駆逐艦をもう一度攻撃します。航空会社は移動可能な空港であり、毎ラウンド無料の爆撃が行われます。","Снова атакуйте эсминец. Авианосцы - это передвижные аэропорты, в которых каждый раунд проходят бесплатные бомбардировки."
"Select the cruiser","","选中巡洋舰","Seleccione el crucero","Sélectionnez le croiseur","巡洋艦を選択します","Выберите крейсер"
"Move it to the adjacent water tile","","把巡洋舰移动到指定方格","Muévelo a la loseta de agua adyacente","Déplacez-le sur la tuile d'eau adjacente","隣接する水タイルに移動します","Переместите его на соседнюю плитку с водой"
"Notice that the enemy cruiser above is now encircled. Encircled units deal a reduced amount of damage to enemies.","","因为两边都有我方船只，敌军巡洋舰被包围了。被包围的单位会减少攻击。","Observe que el crucero enemigo de arriba ahora está rodeado. Las unidades rodeadas infligen una cantidad reducida de daño a los enemigos.","Notez que le croiseur ennemi ci-dessus est maintenant encerclé. Les unités encerclées infligent une quantité réduite de dégâts aux ennemis.","上の敵の巡洋艦が囲まれていることに注意してください。囲まれたユニットは、敵に与えるダメージが少なくなります。","Обратите внимание, что крейсер противника наверху теперь окружен. Окруженные юниты наносят меньший урон противникам."
"Select the submarine","","选中潜艇","Seleccione el submarino","Sélectionnez le sous-marin","潜水艦を選択","Выберите подводную лодку"
"Move it to the battleship","","移动到战列舰旁边","Muévelo al acorazado","Déplacez-le sur le cuirassé","戦艦に移動します","Переместите его на линкор"
"Attack the battleship. Submarines can only attack naval units, but they do not face retaliation. They are also good against large ships.","","攻击战列舰。潜艇攻击不会收到反击，不过也不能攻击陆地单位。","Ataca el acorazado. Los submarinos solo pueden atacar unidades navales, pero no enfrentan represalias. También son buenos contra barcos grandes.","Attaquez le cuirassé. Les sous-marins ne peuvent attaquer que les unités navales, mais ils ne subissent pas de représailles. Ils sont également bons contre les gros navires.","戦艦を攻撃します。潜水艦は海軍ユニットのみを攻撃できますが、報復には直面しません。大型船にも適しています。","Атакуйте линкор. Подводные лодки могут атаковать только морские части, но им не грозит возмездие. Также они хороши против больших кораблей."
"Select the motorized infantry","","选中摩托化步兵","Selecciona la infantería motorizada","Sélectionnez l'infanterie motorisée","自動車化歩兵を選択する","Выберите мотопехоту"
"Click the build button","","点击建造按钮","Haga clic en el botón de construcción","Cliquez sur le bouton de construction","ビルドボタンをクリックします","Нажмите кнопку сборки"
"Click the paratrooping button","","点击空降伞兵按钮","Haz clic en el botón de paracaidismo","Cliquez sur le bouton de parachutisme","パラトルーピングボタンをクリックします","Нажмите кнопку десантника"
"Paradrop your unit into enemy territories. All infantry units can be paradropped from cities with level II or higher airports.","","空降到敌后区域。二级以上的机场可以空降步兵。","Despliega tu unidad en territorios enemigos. Todas las unidades de infantería pueden lanzarse en paracaídas desde ciudades con aeropuertos de nivel II o superiores.","Paradrop votre unité dans les territoires ennemis. Toutes les unités d'infanterie peuvent être déplacées depuis des villes avec des aéroports de niveau II ou plus.","ユニットを敵の領土にパラドロップします。すべての歩兵ユニットは、レベルII以上の空港がある都市からパラドロップできます。","Бросьте свой отряд на вражеские территории. Все пехотные подразделения можно десантировать из городов с аэропортами уровня II и выше."
"Select the paradropped unit again","","重新选中空降部队","Seleccione la unidad paracaidista nuevamente","Sélectionnez à nouveau l'unité parachutée","パラドロップされたユニットを再度選択します","Выберите парашютист снова"
"Attack behind the enemy lines. Paratrooped units can still perform actions after being paradropped if it didn't move or attack yet. Use these new abilities capture all units and locations with the yellow flag.","","攻击敌军。没有移动和攻击过的部队在空降后可以直接攻击和移动。利用这些优势把敌军赶出这个岛屿！胜利需要占领并消灭所有带有黄色旗子的部队和城市。","Ataca detrás de las líneas enemigas. Las unidades de paracaidistas aún pueden realizar acciones después de ser lanzadas en paracaídas si aún no se movieron o atacaron. Utilice estas nuevas habilidades para capturar todas las unidades y ubicaciones con la bandera amarilla.","Attaque derrière les lignes ennemies. Les unités de parachutistes peuvent toujours effectuer des actions après avoir été parachutées si elles n'ont pas encore bougé ou attaqué. Utilisez ces nouvelles capacités pour capturer toutes les unités et emplacements avec le drapeau jaune.","敵の背後を攻撃します。空挺部隊ユニットは、移動または攻撃していなければ、パラドロップされた後もアクションを実行できます。これらの新しい能力を使用して、黄色の旗ですべてのユニットと場所をキャプチャします。","Атака в тылу врага. Подразделения парашютистов все еще могут выполнять действия после того, как их высадили на парашюте, если они еще не двигались или не атаковали. Используйте эти новые способности, чтобы захватить все юниты и локации с желтым флагом."
"What the general says","","将领说的话","Lo que dice el general","Ce que dit le général","将軍の言うこと","Что говорит генерал"
"Command our volunteers to help Franco win the civil war. Your experience will be pivotal to future operations.","","指挥我们的志愿军帮助佛朗哥赢得内战。您的经验对将来的作战至关重要。","Ordena a nuestros voluntarios que ayuden a Franco a ganar la guerra civil. Su experiencia será fundamental para operaciones futuras.","Commandez nos volontaires pour aider Franco à gagner la guerre civile. Votre expérience sera essentielle pour les opérations futures.","フランコが内戦に勝つのを助けるために私たちのボランティアに命じてください。あなたの経験は、将来の運用にとって極めて重要です。","Прикажите нашим добровольцам помочь Франко выиграть гражданскую войну. Ваш опыт будет иметь решающее значение для будущих операций."
"The fuhrer has ordered an assault on Poland from all fronts. Break through their defences and capture Warsaw quickly.","","元首命令从各个方面对波兰发动进攻。突破防御并迅速占领华沙。","El fuhrer ha ordenado un asalto a Polonia desde todos los frentes. Rompe sus defensas y captura Varsovia rápidamente.","Le fuhrer a ordonné un assaut contre la Pologne de tous les fronts. Brisez leurs défenses et capturez Varsovie rapidement.","総統はあらゆる面からポーランドへの暴行を命じました。彼らの防御を突破し、ワルシャワを素早く捕らえましょう。","Фюрер приказал атаковать Польшу со всех фронтов. Прорвите их оборону и быстро захватите Варшаву."
"Our successes in Poland proves the effectiveness of our panzer divisions. Drive through the Ardennes forest and encircle the allied forces!","","我们在波兰的成功证明了装甲师的效能。穿越阿登森林并包围盟军！","Nuestros éxitos en Polonia demuestran la eficacia de nuestras divisiones blindadas. ¡Conduce por el bosque de las Ardenas y rodea a las fuerzas aliadas!","Nos succès en Pologne prouvent l'efficacité de nos divisions panzer. Traversez la forêt ardennaise et encerclez les forces alliées!","ポーランドでの成功は、機甲師団の有効性を証明しています。アルデンヌの森をドライブし、連合軍を取り囲んでください！","Наши успехи в Польше доказывают эффективность наших танковых дивизий. Проезжайте через Арденнский лес и окружите союзные войска!"
"Tobruk is the last obstacle to an open Egypt. Capture this stronghold to cut off the British from the Mediterranean Sea and gain a foothold in Africa.","","托布鲁克是埃及的最后防线。占领这个据点，干掉英国佬！","Tobruk es el último obstáculo para un Egipto abierto. Capture esta fortaleza para aislar a los británicos del mar Mediterráneo y afianzarse en África.","Tobrouk est le dernier obstacle à une Egypte ouverte. Capturez cette forteresse pour couper les Britanniques de la mer Méditerranée et prendre pied en Afrique.","トブルクは開かれたエジプトへの最後の障害です。この要塞を占領して、イギリス人を地中海から切り離し、アフリカに足場を築きましょう。","Тобрук - последнее препятствие на пути к открытому Египту. Захватите эту цитадель, чтобы отрезать британцев от Средиземного моря и закрепиться в Африке."
"Italy was unable to defeat the Greeks. It's your job to clean up after them. I hope you're back for the delayed invasion of the Soviet Union.","","意大利友人又陷了。务必赶在巴巴罗萨计划以前占领希腊全境！","Italia no pudo derrotar a los griegos. Tu trabajo es limpiar después de ellos. Espero que estés de regreso por la tardía invasión de la Unión Soviética.","L'Italie n'a pas pu vaincre les Grecs. C'est votre travail de nettoyer après eux. J'espère que vous êtes de retour pour l'invasion retardée de l'Union soviétique.","イタリアはギリシャ人を打ち負かすことができませんでした。それらの後片付けをするのはあなたの仕事です。私はあなたがソビエト連邦の遅れた侵略のために戻ってきたことを望みます。","Италия не смогла победить греков. Ваша работа - убирать за ними. Я надеюсь, что вы вернулись к отложенному вторжению в Советский Союз."
"The initial stages of Operation Barbarossa have been incredibly successful. However, the fortress of Brest-Litovsk continues to fiercely resist our divisions. Assault the fortress and wipe out all resistence.","","巴巴罗萨行动的初始阶段取得了令人难以置信的成功，但是布列斯特-立托夫斯克要塞仍然没能被攻破。摧毁这座堡垒并消灭所有抵抗力量！","Las etapas iniciales de la Operación Barbarroja han tenido un éxito increíble. Sin embargo, la fortaleza de Brest-Litovsk continúa resistiendo ferozmente nuestras divisiones. Asalta la fortaleza y acaba con toda resistencia.","Les premières étapes de l'opération Barbarossa ont été un succès incroyable. Cependant, la forteresse de Brest-Litovsk continue de résister farouchement à nos divisions. Assautez la forteresse et éliminez toute résistance.","バルバロッサ作戦の初期段階は信じられないほど成功しています。しかし、ブレスト-リトフスクの要塞は、私たちの分裂に激しく抵抗し続けています。要塞を攻撃し、すべての抵抗を一掃します。","Начальные этапы операции «Барбаросса» были невероятно успешными. Однако крепость Брест-Литовск продолжает ожесточенно сопротивляться нашим подразделениям. Нападите на крепость и уничтожьте все сопротивление."
"We are closer and closer to the capital. A large gathering of Soviet troops are in the Smolensk area, and eliminating them will open a road to Moscow. Flank the city and cut it off from reinforcements!","","我们离首苏联的首都越来越近。大量的苏联军队聚集在斯摩棱斯克地区；将其消灭将为莫斯科开辟通畅的道路。包围城市并切断增援！","Estamos cada vez más cerca de la capital. Una gran concentración de tropas soviéticas se encuentra en el área de Smolensk y su eliminación abrirá un camino hacia Moscú. ¡Flanquea la ciudad y corta los refuerzos!","Nous sommes de plus en plus proches de la capitale. Un grand rassemblement de troupes soviétiques se trouve dans la région de Smolensk, et leur élimination ouvrira une route vers Moscou. Flanquez la ville et coupez-la des renforts!","私たちは首都にどんどん近づいています。ソビエト軍の大規模な集まりがスモレンスク地域にあり、それらを排除することはモスクワへの道を開くでしょう。街に隣接し、援軍から切り離してください！","Мы все ближе и ближе к столице. Большое скопление советских войск находится в районе Смоленска, устранение которого откроет дорогу на Москву. Обойдите город и отрезайте его от подкреплений!"
"A Soviet army is fortified in Sevastapol. Break through their defences and clear out resistence in the region.","","塞瓦斯塔波驻扎着一个苏联集团军。突破他们的防御，清除对该地区的抵抗。","Un ejército soviético está fortificado en Sevastapol. Romper sus defensas y despejar la resistencia en la región.","Une armée soviétique est fortifiée à Sébastapol. Brisez leurs défenses et éliminez la résistance dans la région.","ソビエト軍はセバストポリで要塞化されています。彼らの防御を打ち破り、地域の抵抗を取り除きます。","В Севастаполе укрепляется советская армия. Прорвите их оборону и уничтожьте сопротивление в регионе."
"General Paulus and his Sixth Army are trapped in Stalingrad. Regain connection or his army will be destroyed!","","保卢斯将军及其第六军被困在斯大林格勒。重新建立联系，否则他的军队将被围歼！","El general Paulus y su Sexto Ejército están atrapados en Stalingrado. ¡Recupera la conexión o su ejército será destruido!","Le général Paulus et sa sixième armée sont piégés à Stalingrad. Rétablissez la connexion ou son armée sera détruite!","パウルス将軍と彼の第6軍はスターリングラードに閉じ込められています。接続を取り戻すか、彼の軍隊は破壊されます！","Генерал Паулюс и его 6-я армия застряли в Сталинграде. Восстановите связь, иначе его армия будет уничтожена!"
"To regain the initiative in the east, we must capture the Kursk salient and break through the three layers of defences. You have heavy armor at your disposal, but the Soviets are heavily fortified. Break through all fortifications and form a pincer around Kursk.","","为了重新获得东方的主动权，我们必须抓住库尔斯克的优势并突破三道防线。您拥有新型重装甲部队，但苏联人设防很重。突破所有防御工事，在库尔斯克周围形成钳子。","Para recuperar la iniciativa en el este, debemos capturar el saliente de Kursk y atravesar las tres capas de defensas. Tienes una armadura pesada a tu disposición, pero los soviéticos están fuertemente fortificados. Rompe todas las fortificaciones y forma una pinza alrededor de Kursk.","Pour reprendre l'initiative à l'est, nous devons capturer le saillant de Koursk et percer les trois niveaux de défense. Vous avez une armure lourde à votre disposition, mais les Soviétiques sont fortement fortifiés. Brisez toutes les fortifications et formez une pince autour de Koursk.","東部で主導権を取り戻すには、クルスクの突出部を捕らえ、3層の防御を突破しなければなりません。あなたは自由に使える重装甲を持っていますが、ソビエトは非常に要塞化されています。すべての要塞を突破し、クルスクの周りにペンチを形成します。","Чтобы вернуть себе инициативу на востоке, мы должны захватить Курский выступ и прорвать три слоя обороны. В вашем распоряжении тяжелая броня, но Советский Союз хорошо укреплен. Прорвите все укрепления и образовайте клещи вокруг Курска."
"Four years ago we rushed through the Ardennes and cut off the allied forces. We can try this again, but you must quickly break past the defences before reinforcements can arrive.","","四年前，我们冲过了阿登森林，切断了盟军。我们可以再试一次，但是您必须在盟军增援到达之前迅速突破防线。","Hace cuatro años atravesamos las Ardenas y cortamos a las fuerzas aliadas. Podemos intentarlo de nuevo, pero debes romper rápidamente las defensas antes de que lleguen los refuerzos.","Il y a quatre ans, nous nous sommes précipités à travers les Ardennes et avons coupé les forces alliées. Nous pouvons réessayer, mais vous devez rapidement franchir les défenses avant que les renforts puissent arriver.","4年前、私たちはアルデンヌを急いで通り抜け、連合軍を遮断しました。これを再試行することはできますが、援軍が到着する前に、防御をすばやく突破する必要があります。","Четыре года назад мы прорвались через Арденны и отрезали союзные войска. Мы можем попробовать это еще раз, но вы должны быстро прорваться через оборону, прежде чем прибудет подкрепление."
"The Japanese want to invade us from the east. Show them the power of Soviet industry!","","小日本想从东方侵略我们。向他们展示一下苏联钢铁洪流！","Los japoneses quieren invadirnos desde el este. ¡Muéstrales el poder de la industria soviética!","Les Japonais veulent nous envahir par l'est. Montrez-leur la puissance de l'industrie soviétique!","日本人は東から私たちを侵略したいと思っています。彼らにソビエト産業の力を見せてください！","Японцы хотят вторгнуться в нас с востока. Покажи им мощь советской индустрии!"
"Comrade Stalin wants you to force the Finns into a negotiation. Take their capital or go to Siberia!","","斯大林同志希望你尽快把芬兰人逼到谈判桌上。占领他们的首都，或者去西伯利亚种土豆！","El camarada Stalin quiere que obligue a los finlandeses a negociar. ¡Toma su capital o vete a Siberia!","Le camarade Staline veut que vous obligiez les Finlandais à négocier. Prenez leur capitale ou allez en Sibérie!","スターリン同志はあなたにフィンランド人に交渉を強いることを望んでいます。彼らの首都を取るか、シベリアに行きます！","Товарищ Сталин хочет, чтобы вы принудили финнов к переговорам. Бери их столицу или отправляйся в Сибирь!"
"The fascists launched a surprise attack on all fronts. Our armies have collapsed on all fronts. Hold on to Minsk and organize a counterattack...","","小胡子不讲武德，在全线面发动了偷袭。我们的各个方面军都崩溃了。坚守明斯克组织反击...","Los fascistas lanzaron un ataque sorpresa en todos los frentes. Nuestros ejércitos se han derrumbado en todos los frentes. Agárrate a Minsk y organiza un contraataque ...","Les fascistes ont lancé une attaque surprise sur tous les fronts. Nos armées se sont effondrées sur tous les fronts. Accrochez-vous à Minsk et organisez une contre-attaque ...","ファシストはあらゆる面で奇襲攻撃を開始しました。私たちの軍隊はあらゆる面で崩壊しました。ミンスクを握って反撃を組織する...","Фашисты нанесли внезапный удар по всем фронтам. Наши армии развалились на всех фронтах. Держитесь за Минск и организуйте контратаку ..."
"The capital is behind us. Do not let the fascists take it! Comrade Stalin is in Moscow. Not one step back!","","首都就在我们身后。不要让德国狗占领它！斯大林同志就在莫斯科。一步也不许后退！","La capital está detrás de nosotros. ¡No dejes que los fascistas se lo lleven! El camarada Stalin está en Moscú. ¡Ni un paso atrás!","La capitale est derrière nous. Ne laissez pas les fascistes le prendre! Le camarade Staline est à Moscou. Pas un pas en arrière!","首都は私たちの後ろにあります。ファシストにそれを取らせないでください！スターリン同志はモスクワにいます。一歩後退しないでください！","Столица позади. Не дайте фашистам это взять! Товарищ Сталин в Москве. Ни шагу назад!"
"Army group center's assult on Moscow has failed. It is now time to counterattack and cut off their forces!","","中央集团军群对莫斯科的攻击失败了。是时候反击了！","El asalto del centro del grupo de ejércitos a Moscú ha fracasado. ¡Ha llegado el momento de contraatacar y cortar sus fuerzas!","L'assaut du centre du groupe militaire contre Moscou a échoué. Il est maintenant temps de contre-attaquer et de couper leurs forces!","モスクワに対する中央軍集団の攻撃は失敗した。今こそ反撃して彼らの力を断ち切る時です！","Атака группы армий ""Центр"" на Москву провалилась. Пришло время контратаковать и отрезать их силы!"
"Leningrad has been cut off from supplies. Establish a connection to the city and defend it at all costs!","","列宁格勒已被切断物资供应。建立与城市的联系并守住它！","A Leningrado se le cortó el suministro. ¡Establece una conexión con la ciudad y defiéndela a toda costa!","Leningrad a été coupée de l'approvisionnement. Établissez un lien avec la ville et défendez-la à tout prix!","レニングラードは供給から切り離されました。都市とのつながりを確立し、どんな犠牲を払ってもそれを守ってください！","Ленинград отрезан от снабжения. Установите связь с городом и защитите его любой ценой!"
"The Germans are exhasted and overextended in Stalingrad. Flank around the weak Romanian and Hungarian armies and encirlcle the 6th Army!","","德军被困在了斯大林格勒。突破薄弱的罗马尼亚和匈牙利部队，对第六集团军形成包围。","Los alemanes están agotados y sobrecargados en Stalingrado. ¡Flanquea a los débiles ejércitos rumanos y húngaros y encierra al 6º ejército!","Les Allemands sont exaspérés et surchargés à Stalingrad. Contournez les faibles armées roumaines et hongroises et encercle la 6e armée!","ドイツ人はスターリングラードで興奮し、過度に拡張されています。弱いルーマニア軍とハンガリー軍の側面に立ち、第6軍を包囲します！","Немцы в Сталинграде истощены и растянуты. Обойдите слабые румынские и венгерские армии и окружите 6-ю армию!"
"The city of Rzhev has stalled our forces for over a year. With victories in the south, it is now time to push the Germans back!","","莫德尔在热勒夫拖了我们的部队一整年。随着南方的胜利，现在是时候在这里也将德军击退了！","La ciudad de Rzhev ha estancado nuestras fuerzas durante más de un año. Con victorias en el sur, ¡es hora de hacer retroceder a los alemanes!","La ville de Rzhev a bloqué nos forces pendant plus d'un an. Avec des victoires dans le sud, il est maintenant temps de repousser les Allemands!","ルジェフ市は1年以上の間私たちの軍隊を失速させてきました。南での勝利で、今こそドイツ人を押し戻す時です！","Город Ржев остановил наши силы больше года. С победами на юге пора отбросить немцев!"
"Comrade Stalin orders Army Group Center to be destroyed. Use our superior forces to crush the German units!","","摧毁中央集团军群。解放白俄罗斯和乌克兰！","El camarada Stalin ordena la destrucción del Grupo de Ejércitos Centro. ¡Usa nuestras fuerzas superiores para aplastar a las unidades alemanas!","Le camarade Staline ordonne la destruction du centre du groupe d'armées. Utilisez nos forces supérieures pour écraser les unités allemandes!","スターリン同志は、中央軍集団センターを破壊するよう命じました。私たちの優れた部隊を使ってドイツ軍ユニットを粉砕してください！","Товарищ Сталин приказывает уничтожить группу армий «Центр». Используйте наши превосходящие силы, чтобы сокрушить немецкие части!"
"We must take Berlin before the Americans. Let us celebrate our victory in the reichstag!","","我们必须赶在美国人之前到达柏林。我希望能在帝国大厦庆祝胜利！","Debemos tomar Berlín antes que los estadounidenses. ¡Celebremos nuestra victoria en el reichstag!","Nous devons prendre Berlin avant les Américains. Célébrons notre victoire au Reichstag!","私たちはアメリカ人の前にベルリンをとらなければなりません。国会議事堂での勝利を祝いましょう！","Мы должны взять Берлин раньше американцев. Празднуем победу в рейхстаге!"
"The Americans have already dropped an atomic bomb on Hiroshima. We must take over Manchuria before Japan surrenders!","","美国人已经在广岛投下了原子弹。在日本投降之前，我们必须接管满洲！","Los estadounidenses ya lanzaron una bomba atómica sobre Hiroshima. ¡Debemos tomar el control de Manchuria antes de que los japoneses se rindan!","Les Américains ont déjà largué une bombe atomique sur Hiroshima. Nous devons prendre le contrôle de la Mandchourie avant que les Japonais ne se rendent!","アメリカ人はすでに広島に原爆を投下しました。日本人が降伏する前に満州を乗っ取らなければなりません！","Американцы уже сбросили атомную бомбу на Хиросиму. Мы должны захватить Маньчжурию, прежде чем японцы сдадутся!"
"","","","","","",""
